56.6832,56.6301,3.1197
56.8693,57.0036,13.8992
57.2767,57.0320,24.0314
57.6220,57.6463,33.1195
58.0590,57.4833,44.0749
59.2455,57.0576,53.9549
59.4542,57.5072,63.8171
60.3891,57.6827,73.3520
61.3407,57.0419,85.1796
61.9592,57.9678,94.4181
63.5798,58.0933,103.7567
65.8558,57.7526,114.7454
68.4895,57.9005,124.4744
72.4270,57.5234,134.2574
75.4658,57.1143,143.7188
79.8707,56.6337,152.0759
84.7976,56.8525,160.8046
88.5771,58.9319,169.8315
95.2918,56.1997,177.9640
101.3856,57.3826,187.9512
